label_index	winner_index	loser_index	evaluator_index
1371	19	48	171
1372	19	48	135
1373	19	48	30
1374	19	48	82
1375	19	48	104
1376	19	48	13
1377	19	48	10
1378	66	48	138
1379	66	48	147
1380	66	48	21
1381	66	48	100
1382	66	48	161
1383	66	48	27
1384	66	48	148
1385	25	48	21
1386	25	48	159
1387	25	48	89
1388	25	48	76
1389	25	48	145
1390	3	48	138
1391	3	48	127
1392	3	48	14
1393	3	48	34
1394	3	48	42
1395	3	48	99
1396	3	48	10
1397	3	48	154
1398	3	48	102
1399	3	48	67
1400	12	48	4
1401	12	48	159
1402	12	48	89
1403	12	48	84
1404	6	48	171
1405	6	48	171
1406	6	48	171
1407	6	48	171
1408	6	48	48
1409	6	48	79
1410	6	48	161
1411	6	48	126
1412	6	48	58
1413	6	48	29
1414	6	48	168
1415	6	48	123
1416	16	48	4
1417	16	48	159
1418	16	48	159
1419	16	48	48
1420	16	48	30
1421	16	48	126
1422	16	48	33
1423	16	48	85
1424	16	48	84
1425	16	48	87
1426	16	48	87
1427	55	48	83
1428	55	48	79
1429	55	48	113
1430	55	48	11
1431	55	48	104
1432	55	48	122
1433	55	48	61
1434	55	48	61
1435	15	48	21
1436	15	48	57
1437	15	48	33
1438	15	48	84
1439	15	48	87
1440	15	48	148
1441	30	48	171
1442	30	48	137
1443	30	48	137
1444	30	48	4
1445	30	48	72
1446	30	48	41
1447	30	48	42
1448	30	48	126
1449	30	48	27
1450	30	48	145
1451	30	48	133
1452	22	48	23
1453	22	48	4
1454	22	48	121
1455	22	48	127
1456	22	48	127
1457	22	48	52
1458	22	48	52
1459	22	48	161
1460	22	48	124
1461	22	48	63
1462	22	48	15
1463	22	48	15
1464	22	48	104
1465	22	48	8
1466	22	48	10
1467	22	48	73
1468	22	48	133
1469	22	48	112
1470	76	48	113
1471	76	48	57
1472	76	48	57
1473	76	48	27
1474	76	48	173
1475	76	48	84
1476	76	48	84
1477	76	48	145
1478	76	48	150
1479	76	48	167
1480	76	48	116
1481	70	52	23
1482	70	52	23
1483	70	52	159
1484	70	52	161
1485	70	52	161
1486	70	52	126
1487	70	52	160
1488	70	52	89
1489	70	52	8
1490	70	52	84
1491	70	52	84
1492	70	52	145
1493	43	52	159
1494	43	52	159
1495	43	52	111
1496	43	52	14
1497	43	52	170
1498	43	52	166
1499	43	52	18
1500	43	52	133
1501	77	52	138
1502	77	52	171
1503	77	52	147
1504	77	52	21
1505	77	52	111
1506	77	52	32
1507	77	52	30
1508	77	52	126
1509	77	52	63
1510	77	52	76
1511	77	52	168
1512	77	52	10
1513	26	52	52
1514	26	52	48
1515	26	52	75
1516	26	52	161
1517	26	52	57
1518	26	52	42
1519	26	52	58
1520	26	52	58
1521	26	52	85
1522	26	52	27
1523	34	52	111
1524	34	52	34
1525	34	52	42
1526	34	52	99
1527	34	52	40
1528	34	52	58
1529	34	52	3
1530	34	52	27
1531	34	52	49
